sample_id,model_name,method,method_display_name,method_family,method_role,core_diagnostic,source,reasoning_type,answer_type,context_length,evidence_position,evidence_density,distractor_similarity,gold_answer,predicted_answer,gold_evidence_ids,predicted_evidence_ids,cue_applicable,exact_match_strict,answer_f1_strict,exact_match_relaxed,answer_f1_relaxed,exact_match,answer_f1,evidence_precision,evidence_recall,evidence_f1,citation_grounding,failure_type,parse_error
hotpotqa_5ae748d1554299572ea547b0,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,number,16000,end,medium,unknown,1901,1901,p0001;p0002;p0003,p0002;p0003,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,1.0,success,
hotpotqa_5ae748d1554299572ea547b0,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,number,16000,end,medium,unknown,1901,1901,p0001;p0002;p0003,p0003,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,success,
hotpotqa_5a7a8a9c554299042af8f666,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,entity,4000,scattered,low,unknown,Argand lamp,oil lamp,p0001;p0002,,True,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5a7a8a9c554299042af8f666,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,entity,4000,scattered,low,unknown,Argand lamp,Argand lamp,p0001;p0002,p0002,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,success,
hotpotqa_5a7a8a9c554299042af8f666,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,entity,4000,scattered,low,unknown,Argand lamp,Argand lamp,p0001;p0002,p0002,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,success,
hotpotqa_5a7a8a9c554299042af8f666,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,entity,4000,scattered,low,unknown,Argand lamp,Argand lamp,p0001;p0002,p0002,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,success,
hotpotqa_5a8325b35542990548d0b18f,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,entity,8000,front,low,unknown,Kathryn Jean Martin,Janelle Saffin,p0001;p0002,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5a8325b35542990548d0b18f,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,entity,8000,front,low,unknown,Kathryn Jean Martin,Carol Anne Martin,p0001;p0002,p0012,True,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,evidence_selection_failure,
hotpotqa_5a8325b35542990548d0b18f,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,entity,8000,front,low,unknown,Kathryn Jean Martin,Carol Anne Martin,p0001;p0002,p0002,True,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.6666666666666666,1.0,evidence_integration_failure,
hotpotqa_5a8325b35542990548d0b18f,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,entity,8000,front,low,unknown,Kathryn Jean Martin,Kathy Sullivan,p0001;p0002,p0001;p0002,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,answer_conversion_failure,
hotpotqa_5a7ddc5a5542995f4f4022da,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,entity,16000,middle,medium,unknown,Wichita,Wichita,p0001;p0002;p0003,,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,success,
hotpotqa_5a7ddc5a5542995f4f4022da,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,entity,16000,middle,medium,unknown,Wichita,Wichita,p0001;p0002;p0003,p0001;p0002,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,1.0,success,
hotpotqa_5a7ddc5a5542995f4f4022da,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,entity,16000,middle,medium,unknown,Wichita,Wichita,p0001;p0002;p0003,p0001;p0002,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,1.0,success,
hotpotqa_5a7ddc5a5542995f4f4022da,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,entity,16000,middle,medium,unknown,Wichita,Wichita,p0001;p0002;p0003,p0001;p0002,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,1.0,success,
hotpotqa_5a7a1cd85542990783324e65,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,string,4000,end,low,unknown,United States presidential election of 2016,,p0001;p0002,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5a7a1cd85542990783324e65,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,string,4000,end,low,unknown,United States presidential election of 2016,2016,p0001;p0002,p0002;p0001,True,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.2857142857142857,1.0,1.0,1.0,1.0,answer_conversion_failure,
hotpotqa_5a7a1cd85542990783324e65,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,string,4000,end,low,unknown,United States presidential election of 2016,2016,p0001;p0002,p0001;p0002,True,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.2857142857142857,1.0,1.0,1.0,1.0,answer_conversion_failure,
hotpotqa_5a7a1cd85542990783324e65,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,string,4000,end,low,unknown,United States presidential election of 2016,"Tuesday, November 8, 2016",p0001;p0002,p0001;p0002,True,0.0,0.2,0.0,0.2,0.0,0.2,1.0,1.0,1.0,1.0,answer_conversion_failure,
hotpotqa_5ae67dba55429908198fa5f0,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,number,8000,scattered,medium,unknown,"48,982",646038,p0001;p0002;p0003;p0004,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5ae67dba55429908198fa5f0,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,number,8000,scattered,medium,unknown,"48,982",48982,p0001;p0002;p0003;p0004,p0005;p0001,True,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.25,0.3333333333333333,1.0,success,
hotpotqa_5ae67dba55429908198fa5f0,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,number,8000,scattered,medium,unknown,"48,982",33484,p0001;p0002;p0003;p0004,p0001,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.4,1.0,evidence_integration_failure,
hotpotqa_5ae67dba55429908198fa5f0,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,number,8000,scattered,medium,unknown,"48,982",48982,p0001;p0002;p0003;p0004,p0002;p0004,True,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,success,
hotpotqa_5a7b3f4d5542992d025e67bb,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,entity,16000,front,medium,unknown,Pasek & Paul,Justin Hurwitz,p0001;p0002;p0003;p0004,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5a7b3f4d5542992d025e67bb,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,entity,16000,front,medium,unknown,Pasek & Paul,Benj Pasek and Justin Paul,p0001;p0002;p0003;p0004,p0003;p0004,True,0.0,0.5714285714285715,0.0,0.5714285714285715,0.0,0.5714285714285715,1.0,0.5,0.6666666666666666,1.0,evidence_integration_failure,
hotpotqa_5a7b3f4d5542992d025e67bb,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,entity,16000,front,medium,unknown,Pasek & Paul,Pasek & Paul,p0001;p0002;p0003;p0004,p0002;p0003,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,success,
hotpotqa_5a7b3f4d5542992d025e67bb,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,entity,16000,front,medium,unknown,Pasek & Paul,Pasek & Paul,p0001;p0002;p0003;p0004,p0002;p0003;p0004,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571,1.0,success,
hotpotqa_5ab8854555429934fafe6e0c,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,string,4000,middle,medium,unknown,drawings,artworks,p0001;p0002;p0003;p0004,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5ab8854555429934fafe6e0c,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,string,4000,middle,medium,unknown,drawings,drawings,p0001;p0002;p0003;p0004,p0004,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.4,1.0,success,
hotpotqa_5ab8854555429934fafe6e0c,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,string,4000,middle,medium,unknown,drawings,drawings,p0001;p0002;p0003;p0004,p0003,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.4,1.0,success,
hotpotqa_5ab8854555429934fafe6e0c,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,string,4000,middle,medium,unknown,drawings,drawings,p0001;p0002;p0003;p0004,p0002;p0003;p0004,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571,1.0,success,
hotpotqa_5a88dcf9554299206df2b383,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,entity,8000,end,low,unknown,Scotland,Scotland,p0001;p0002,,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,success,
hotpotqa_5a88dcf9554299206df2b383,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,entity,8000,end,low,unknown,Scotland,Scotland,p0001;p0002,p0002;p0001,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,success,
hotpotqa_5a88dcf9554299206df2b383,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,entity,8000,end,low,unknown,Scotland,Scotland,p0001;p0002,p0002;p0001,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,success,
hotpotqa_5a88dcf9554299206df2b383,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,entity,8000,end,low,unknown,Scotland,Scotland,p0001;p0002,p0001;p0002,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,success,
hotpotqa_5a8ee6915542990e94052bad,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,string,16000,scattered,medium,unknown,third,Winter,p0001;p0002;p0003;p0004,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5a8ee6915542990e94052bad,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,string,16000,scattered,medium,unknown,third,third,p0001;p0002;p0003;p0004,p0009;p0014,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,success,
hotpotqa_5a8ee6915542990e94052bad,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,string,16000,scattered,medium,unknown,third,third,p0001;p0002;p0003;p0004,p0002,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.4,1.0,success,
hotpotqa_5a8ee6915542990e94052bad,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,string,16000,scattered,medium,unknown,third,third,p0001;p0002;p0003;p0004,p0002;p0003,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,success,
hotpotqa_5ab271fe554299449642c8a6,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,comparison,yes_no,4000,front,low,unknown,no,yes,p0001;p0002,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5ab271fe554299449642c8a6,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,comparison,yes_no,4000,front,low,unknown,no,yes,p0001;p0002,p0001;p0002,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,answer_conversion_failure,
hotpotqa_5ab271fe554299449642c8a6,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,comparison,yes_no,4000,front,low,unknown,no,yes,p0001;p0002,p0002,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,evidence_integration_failure,
hotpotqa_5ab271fe554299449642c8a6,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,comparison,yes_no,4000,front,low,unknown,no,yes,p0001;p0002,p0001,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,evidence_integration_failure,
hotpotqa_5ae819ac55429952e35eaa16,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,entity,8000,middle,low,unknown,National Broadcasting Company,,p0001;p0002,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5ae819ac55429952e35eaa16,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,entity,8000,middle,low,unknown,National Broadcasting Company,NBC,p0001;p0002,p0001;p0002,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,answer_conversion_failure,
hotpotqa_5ae819ac55429952e35eaa16,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,entity,8000,middle,low,unknown,National Broadcasting Company,NBC,p0001;p0002,p0001;p0002,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,answer_conversion_failure,
hotpotqa_5ae819ac55429952e35eaa16,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,entity,8000,middle,low,unknown,National Broadcasting Company,NBC,p0001;p0002,p0001;p0002,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,answer_conversion_failure,
hotpotqa_5a87bada5542994846c1cddc,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,entity,16000,end,medium,unknown,Murray Hill,,p0001;p0002;p0003,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5a87bada5542994846c1cddc,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,entity,16000,end,medium,unknown,Murray Hill,Murray Hill,p0001;p0002;p0003,p0002;p0003,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,1.0,success,
hotpotqa_5a87bada5542994846c1cddc,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,entity,16000,end,medium,unknown,Murray Hill,Mississauga,p0001;p0002;p0003,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5a87bada5542994846c1cddc,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,entity,16000,end,medium,unknown,Murray Hill,Murray Hill,p0001;p0002;p0003,p0001;p0002;p0003,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,success,
hotpotqa_5adf65555542992d7e9f9334,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,entity,4000,scattered,low,unknown,Wendell Berry,,p0001;p0002,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5adf65555542992d7e9f9334,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,entity,4000,scattered,low,unknown,Wendell Berry,unknown,p0001;p0002,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5adf65555542992d7e9f9334,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,entity,4000,scattered,low,unknown,Wendell Berry,unknown,p0001;p0002,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5adf65555542992d7e9f9334,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,entity,4000,scattered,low,unknown,Wendell Berry,Wendell Berry,p0001;p0002,p0001;p0002,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,success,
hotpotqa_5ade69e455429975fa854ec5,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,entity,8000,front,medium,unknown,Tinu Suresh Desai,Vikram Bhatt,p0001;p0002;p0003;p0004;p0005,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5ade69e455429975fa854ec5,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,entity,8000,front,medium,unknown,Tinu Suresh Desai,Vikram Bhatt,p0001;p0002;p0003;p0004;p0005,p0008;p0011,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_selection_failure,
hotpotqa_5ade69e455429975fa854ec5,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,entity,8000,front,medium,unknown,Tinu Suresh Desai,Vikram Bhatt,p0001;p0002;p0003;p0004;p0005,p0005,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.33333333333333337,1.0,evidence_integration_failure,
hotpotqa_5ade69e455429975fa854ec5,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,entity,8000,front,medium,unknown,Tinu Suresh Desai,Vikram Bhatt,p0001;p0002;p0003;p0004;p0005,p0004;p0005,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.5714285714285715,1.0,evidence_integration_failure,
hotpotqa_5a7ed2c655429930675135e5,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,string,16000,middle,low,unknown,multiple awards,,p0001;p0002,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5a7ed2c655429930675135e5,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,string,16000,middle,low,unknown,multiple awards,multiple awards,p0001;p0002,p0001,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,success,
hotpotqa_5a7ed2c655429930675135e5,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,string,16000,middle,low,unknown,multiple awards,nominated,p0001;p0002,p0002,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,evidence_integration_failure,
hotpotqa_5a7ed2c655429930675135e5,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,string,16000,middle,low,unknown,multiple awards,received multiple awards,p0001;p0002,p0001,True,0.0,0.8,0.0,0.8,0.0,0.8,1.0,0.5,0.6666666666666666,1.0,evidence_integration_failure,
hotpotqa_5a7a276d5542996c55b2dd27,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,entity,4000,end,medium,unknown,Colonel Charles Hastings Judd,,p0001;p0002;p0003,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5a7a276d5542996c55b2dd27,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,entity,4000,end,medium,unknown,Colonel Charles Hastings Judd,Charles Hastings Judd,p0001;p0002;p0003,p0001;p0002,True,0.0,0.8571428571428571,0.0,0.8571428571428571,0.0,0.8571428571428571,1.0,0.6666666666666666,0.8,1.0,evidence_integration_failure,
hotpotqa_5a7a276d5542996c55b2dd27,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,entity,4000,end,medium,unknown,Colonel Charles Hastings Judd,George Walter Hunter Macfarlane,p0001;p0002;p0003,p0002;p0003,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.8,1.0,evidence_integration_failure,
hotpotqa_5a7a276d5542996c55b2dd27,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,entity,4000,end,medium,unknown,Colonel Charles Hastings Judd,Charles Hastings Judd,p0001;p0002;p0003,p0002;p0003,True,0.0,0.8571428571428571,0.0,0.8571428571428571,0.0,0.8571428571428571,1.0,0.6666666666666666,0.8,1.0,evidence_integration_failure,
hotpotqa_5ab7e4dc5542995dae37e9df,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,entity,8000,scattered,low,unknown,Jackson Storm,,p0001;p0002,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5ab7e4dc5542995dae37e9df,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,entity,8000,scattered,low,unknown,Jackson Storm,Jackson Storm,p0001;p0002,p0007;p0002,True,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,success,
hotpotqa_5ab7e4dc5542995dae37e9df,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,entity,8000,scattered,low,unknown,Jackson Storm,Jackson Storm,p0001;p0002,p0002,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,success,
hotpotqa_5ab7e4dc5542995dae37e9df,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,multi_hop,entity,8000,scattered,low,unknown,Jackson Storm,Jackson Storm,p0001;p0002,p0001;p0002,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,success,
hotpotqa_5a834ed95542990548d0b1ca,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,comparison,entity,16000,front,low,unknown,712 5th Avenue,712 Fifth Avenue,p0001;p0002,,True,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5a834ed95542990548d0b1ca,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,comparison,entity,16000,front,low,unknown,712 5th Avenue,712 Fifth Avenue,p0001;p0002,p0001,True,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,evidence_integration_failure,
hotpotqa_5a834ed95542990548d0b1ca,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,comparison,entity,16000,front,low,unknown,712 5th Avenue,unknown,p0001;p0002,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5a834ed95542990548d0b1ca,qwen2.5:14b,oracle,Oracle Evidence,diagnostic_baseline,oracle_evidence_upper_reference,True,hotpotqa,comparison,entity,16000,front,low,unknown,712 5th Avenue,712 Fifth Avenue,p0001;p0002,p0001;p0002,True,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,answer_conversion_failure,
hotpotqa_5abaf3195542996cc5e49f2c,qwen2.5:14b,no_evidence,No Evidence,diagnostic_baseline,question_only_lower_bound,True,hotpotqa,multi_hop,entity,4000,middle,low,unknown,Samoa,Malta,p0001;p0002,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
hotpotqa_5abaf3195542996cc5e49f2c,qwen2.5:14b,direct,Full Context,diagnostic_condition,full_context_condition,True,hotpotqa,multi_hop,entity,4000,middle,low,unknown,Samoa,Samoa,p0001;p0002,p0001;p0002,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,success,
hotpotqa_5abaf3195542996cc5e49f2c,qwen2.5:14b,retrieve_then_read,Retrieved Evidence,diagnostic_condition,evidence_narrowed_condition,True,hotpotqa,multi_hop,entity,4000,middle,low,unknown,Samoa,unknown,p0001;p0002,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evidence_localization_failure,
