model_name,method,context_length,evidence_position,failure_type,count,n,rate
qwen3:14b,retrieve_then_read,32000,pos_06,answer_conversion_failure,34,80,0.425
qwen3:14b,retrieve_then_read,32000,pos_06,success,46,80,0.575
qwen3:14b,retrieve_then_read,32000,pos_07,answer_conversion_failure,30,80,0.375
qwen3:14b,retrieve_then_read,32000,pos_07,success,50,80,0.625
qwen3:14b,retrieve_then_read,32000,pos_08,answer_conversion_failure,30,80,0.375
qwen3:14b,retrieve_then_read,32000,pos_08,success,50,80,0.625
qwen3:14b,retrieve_then_read,32000,pos_09,answer_conversion_failure,32,80,0.4
qwen3:14b,retrieve_then_read,32000,pos_09,success,48,80,0.6
qwen3:14b,retrieve_then_read,4000,pos_00,answer_conversion_failure,30,80,0.375
qwen3:14b,retrieve_then_read,4000,pos_00,success,50,80,0.625
qwen3:14b,retrieve_then_read,4000,pos_01,answer_conversion_failure,35,80,0.4375
qwen3:14b,retrieve_then_read,4000,pos_01,success,45,80,0.5625
qwen3:14b,retrieve_then_read,4000,pos_02,answer_conversion_failure,35,80,0.4375
qwen3:14b,retrieve_then_read,4000,pos_02,evidence_selection_failure,4,80,0.05
qwen3:14b,retrieve_then_read,4000,pos_02,success,41,80,0.5125
qwen3:14b,retrieve_then_read,4000,pos_03,answer_conversion_failure,30,80,0.375
qwen3:14b,retrieve_then_read,4000,pos_03,evidence_integration_failure,1,80,0.0125
qwen3:14b,retrieve_then_read,4000,pos_03,evidence_selection_failure,4,80,0.05
qwen3:14b,retrieve_then_read,4000,pos_03,success,45,80,0.5625
qwen3:14b,retrieve_then_read,4000,pos_04,answer_conversion_failure,34,80,0.425
qwen3:14b,retrieve_then_read,4000,pos_04,evidence_selection_failure,1,80,0.0125
qwen3:14b,retrieve_then_read,4000,pos_04,success,45,80,0.5625
qwen3:14b,retrieve_then_read,4000,pos_05,answer_conversion_failure,31,80,0.3875
qwen3:14b,retrieve_then_read,4000,pos_05,evidence_selection_failure,4,80,0.05
qwen3:14b,retrieve_then_read,4000,pos_05,success,45,80,0.5625
qwen3:14b,retrieve_then_read,4000,pos_06,answer_conversion_failure,35,80,0.4375
qwen3:14b,retrieve_then_read,4000,pos_06,success,45,80,0.5625
qwen3:14b,retrieve_then_read,4000,pos_07,answer_conversion_failure,36,80,0.45
qwen3:14b,retrieve_then_read,4000,pos_07,evidence_selection_failure,5,80,0.0625
qwen3:14b,retrieve_then_read,4000,pos_07,success,39,80,0.4875
qwen3:14b,retrieve_then_read,4000,pos_08,answer_conversion_failure,31,80,0.3875
qwen3:14b,retrieve_then_read,4000,pos_08,success,49,80,0.6125
qwen3:14b,retrieve_then_read,4000,pos_09,answer_conversion_failure,39,80,0.4875
qwen3:14b,retrieve_then_read,4000,pos_09,success,41,80,0.5125
qwen3:14b,retrieve_then_read,8000,pos_00,answer_conversion_failure,34,80,0.425
qwen3:14b,retrieve_then_read,8000,pos_00,evidence_selection_failure,4,80,0.05
qwen3:14b,retrieve_then_read,8000,pos_00,success,42,80,0.525
qwen3:14b,retrieve_then_read,8000,pos_01,answer_conversion_failure,30,80,0.375
qwen3:14b,retrieve_then_read,8000,pos_01,evidence_selection_failure,1,80,0.0125
qwen3:14b,retrieve_then_read,8000,pos_01,success,49,80,0.6125
qwen3:14b,retrieve_then_read,8000,pos_02,answer_conversion_failure,34,80,0.425
qwen3:14b,retrieve_then_read,8000,pos_02,evidence_selection_failure,4,80,0.05
qwen3:14b,retrieve_then_read,8000,pos_02,success,42,80,0.525
qwen3:14b,retrieve_then_read,8000,pos_03,answer_conversion_failure,26,80,0.325
qwen3:14b,retrieve_then_read,8000,pos_03,evidence_integration_failure,5,80,0.0625
qwen3:14b,retrieve_then_read,8000,pos_03,success,49,80,0.6125
qwen3:14b,retrieve_then_read,8000,pos_04,answer_conversion_failure,34,80,0.425
qwen3:14b,retrieve_then_read,8000,pos_04,success,46,80,0.575
qwen3:14b,retrieve_then_read,8000,pos_05,answer_conversion_failure,28,80,0.35
qwen3:14b,retrieve_then_read,8000,pos_05,evidence_selection_failure,4,80,0.05
qwen3:14b,retrieve_then_read,8000,pos_05,success,48,80,0.6
qwen3:14b,retrieve_then_read,8000,pos_06,answer_conversion_failure,32,80,0.4
qwen3:14b,retrieve_then_read,8000,pos_06,success,48,80,0.6
qwen3:14b,retrieve_then_read,8000,pos_07,answer_conversion_failure,41,80,0.5125
qwen3:14b,retrieve_then_read,8000,pos_07,success,39,80,0.4875
qwen3:14b,retrieve_then_read,8000,pos_08,answer_conversion_failure,33,80,0.4125
qwen3:14b,retrieve_then_read,8000,pos_08,success,47,80,0.5875
qwen3:14b,retrieve_then_read,8000,pos_09,answer_conversion_failure,34,80,0.425
qwen3:14b,retrieve_then_read,8000,pos_09,evidence_integration_failure,1,80,0.0125
qwen3:14b,retrieve_then_read,8000,pos_09,evidence_selection_failure,4,80,0.05
qwen3:14b,retrieve_then_read,8000,pos_09,success,41,80,0.5125
